index,Cust ID,Gender,Age,Age Group,Date,Month,Status,Channel,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
15726,2626119,Men,47,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,563,DIGRAS,MAHARASHTRA,445203,IN,FALSE
15727,1546968,Women,64,Senior,05-06-2022,Jun,Refunded,Amazon,Top,M,1,INR,443,NEW DELHI,DELHI,110016,IN,FALSE
15728,9756027,Women,33,Adult,05-06-2022,Jun,Delivered,Meesho,kurta,XS,1,INR,406,CHENNAI,TAMIL NADU,600095,IN,FALSE
15729,8955023,Women,55,Senior,05-06-2022,Jun,Cancelled,Myntra,kurta,M,1,INR,301,HALDIA,WEST BENGAL,721605,IN,FALSE
15730,7661211,Men,47,Adult,05-06-2022,Jun,Delivered,Flipkart,Western Dress,XS,1,INR,690,Aluva,KERALA,683105,IN,FALSE
15731,8696724,Men,36,Adult,05-06-2022,Jun,Delivered,Amazon,Western Dress,S,1,INR,899,BERHAMPUR,ODISHA,760008,IN,FALSE
15732,6269722,Men,46,Adult,05-06-2022,Jun,Delivered,Ajio,Ethnic Dress,S,1,INR,999,ALLUR,ANDHRA PRADESH,524315,IN,FALSE
15733,5768938,Women,42,Adult,05-06-2022,Jun,Delivered,Meesho,Set,M,1,INR,1324,HYDERABAD,TELANGANA,500016,IN,FALSE
15734,8438689,Men,55,Senior,05-06-2022,Jun,Delivered,Myntra,Western Dress,XXL,1,INR,885,CHENNAI,TAMIL NADU,600107,IN,FALSE
15735,977531,Women,58,Senior,05-06-2022,Jun,Refunded,Myntra,Set,3XL,1,INR,499,SURENDRANAGAR,GUJARAT,363002,IN,FALSE
15736,3820712,Women,47,Adult,05-06-2022,Jun,Delivered,Flipkart,kurta,XL,1,INR,495,ALAPPUZHA,KERALA,688582,IN,FALSE
15737,392499,Men,26,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,XL,1,INR,771,CHENNAI,TAMIL NADU,600123,IN,FALSE
15738,3582606,Men,27,Teenager,05-06-2022,Jun,Delivered,Flipkart,Western Dress,M,1,INR,744,PUNE,MAHARASHTRA,412308,IN,FALSE
15739,5069938,Women,74,Senior,05-06-2022,Jun,Delivered,Others,kurta,5XL,1,INR,426,MUMBAI,MAHARASHTRA,400068,IN,FALSE
15740,8213213,Men,41,Adult,05-06-2022,Jun,Delivered,Myntra,Western Dress,3XL,1,INR,735,HYDERABAD,TELANGANA,500045,IN,FALSE
15741,3734242,Women,39,Adult,05-06-2022,Jun,Delivered,Amazon,Top,M,1,INR,540,MUMBAI,MAHARASHTRA,400080,IN,FALSE
15742,1944665,Women,51,Senior,05-06-2022,Jun,Refunded,Amazon,kurta,XXL,1,INR,487,Patna,BIHAR,801503,IN,FALSE
15743,6964572,Men,56,Senior,05-06-2022,Jun,Delivered,Flipkart,Set,XXL,1,INR,969,ALLAHABAD,UTTAR PRADESH,211001,IN,FALSE
15744,713470,Women,27,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,XXL,1,INR,1201,ERNAKULAM,KERALA,682040,IN,FALSE
15745,1259616,Women,45,Adult,05-06-2022,Jun,Delivered,Ajio,kurta,M,1,INR,471,MUMBAI,MAHARASHTRA,400083,IN,FALSE
15746,7572155,Women,26,Teenager,05-06-2022,Jun,Delivered,Myntra,kurta,M,1,INR,359,KADAPA,ANDHRA PRADESH,516003,IN,FALSE
15747,7141730,Women,47,Adult,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,597,JAIPUR,RAJASTHAN,302012,IN,FALSE
15748,8725769,Women,31,Adult,05-06-2022,Jun,Delivered,Amazon,Top,XL,1,INR,487,BENGALURU,KARNATAKA,560015,IN,FALSE
15749,8669518,Women,43,Adult,05-06-2022,Jun,Delivered,Others,Set,L,1,INR,1432,MUSABANI,JHARKHAND,832104,IN,FALSE
15750,5549087,Women,34,Adult,05-06-2022,Jun,Delivered,Others,kurta,L,1,INR,428,KHANAKUL I,WEST BENGAL,712613,IN,FALSE
15751,1321493,Women,39,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,S,1,INR,517,MAHENDRAGARH,HARYANA,123029,IN,FALSE
15752,1610652,Men,19,Teenager,05-06-2022,Jun,Delivered,Flipkart,Western Dress,M,1,INR,735,ELURU,ANDHRA PRADESH,534005,IN,FALSE
15753,2340672,Women,46,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,491,KARNAL,HARYANA,132001,IN,FALSE
15754,5314934,Women,40,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,S,1,INR,368,NEW DELHI,DELHI,110030,IN,FALSE
15755,847473,Women,54,Senior,05-06-2022,Jun,Delivered,Amazon,Set,3XL,1,INR,499,IRINJALAKUDA,KERALA,680121,IN,FALSE
15756,37863,Women,30,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XL,1,INR,1018,NAGAON,ASSAM,782002,IN,FALSE
15757,2822982,Women,19,Teenager,05-06-2022,Jun,Delivered,Ajio,Set,XS,1,INR,599,PANIHATI,WEST BENGAL,700056,IN,FALSE
15758,4449580,Women,48,Adult,05-06-2022,Jun,Delivered,Ajio,Set,M,1,INR,899,UDAIPUR,RAJASTHAN,313001,IN,FALSE
15759,6561219,Women,38,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,499,JAIPUR,RAJASTHAN,302016,IN,TRUE
15760,1738274,Men,19,Teenager,05-06-2022,Jun,Delivered,Flipkart,Set,S,1,INR,655,KANGRA,HIMACHAL PRADESH,176081,IN,FALSE
15761,4081609,Women,28,Teenager,05-06-2022,Jun,Delivered,Myntra,kurta,XL,1,INR,725,BHIWANDI,MAHARASHTRA,421302,IN,FALSE
15762,7850871,Women,22,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,635,AHMEDABAD,GUJARAT,382418,IN,FALSE
15763,4703761,Women,38,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,725,CHENNAI,TAMIL NADU,600082,IN,FALSE
15764,4703761,Men,42,Adult,05-06-2022,Jun,Delivered,Amazon,Western Dress,M,1,INR,724,HYDERABAD,TELANGANA,500084,IN,FALSE
15765,9092820,Women,45,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,5XL,1,INR,527,BENGALURU,KARNATAKA,560078,IN,FALSE
15766,9092820,Women,39,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,5XL,1,INR,925,UNNAO,UTTAR PRADESH,209866,IN,FALSE
15767,3712475,Women,75,Senior,05-06-2022,Jun,Delivered,Amazon,Set,XS,1,INR,666,HYDERABAD,TELANGANA,500049,IN,FALSE
15768,3600366,Women,23,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,M,1,INR,1199,JALANDHAR,PUNJAB,144001,IN,FALSE
15769,8590661,Men,46,Adult,05-06-2022,Jun,Delivered,Myntra,Set,3XL,1,INR,1125,BHADOHI,UTTAR PRADESH,221401,IN,FALSE
15770,5214648,Men,47,Adult,05-06-2022,Jun,Delivered,Flipkart,Western Dress,L,1,INR,724,BENGALURU,KARNATAKA,560043,IN,FALSE
15771,4176119,Women,21,Teenager,05-06-2022,Jun,Delivered,Flipkart,kurta,M,1,INR,376,WARANGAL,TELANGANA,506003,IN,FALSE
15772,1838259,Women,29,Teenager,05-06-2022,Jun,Delivered,Meesho,Set,XL,1,INR,730,Gurugram,HARYANA,122018,IN,FALSE
15773,7949489,Men,41,Adult,05-06-2022,Jun,Delivered,Amazon,Set,L,1,INR,1099,NEW DELHI,DELHI,110016,IN,FALSE
15774,9031954,Women,27,Teenager,05-06-2022,Jun,Delivered,Myntra,kurta,XXL,1,INR,495,ERNAKULAM,KERALA,682017,IN,FALSE
15775,7972337,Women,25,Teenager,05-06-2022,Jun,Delivered,Others,kurta,L,1,INR,495,SITAPUR,UTTAR PRADESH,261001,IN,FALSE
15776,2592648,Men,43,Adult,05-06-2022,Jun,Delivered,Myntra,Western Dress,XL,1,INR,771,GURUGRAM,HARYANA,122001,IN,FALSE
15777,3790861,Women,34,Adult,05-06-2022,Jun,Delivered,Myntra,kurta,L,1,INR,339,MARGAO,GOA,403601,IN,FALSE
15778,2665182,Men,48,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XL,1,INR,635,BENGALURU,KARNATAKA,560035,IN,FALSE
15779,6921333,Men,41,Adult,05-06-2022,Jun,Delivered,Meesho,Western Dress,S,1,INR,771,LAKHIMPUR,UTTAR PRADESH,262701,IN,FALSE
15780,394104,Men,31,Adult,05-06-2022,Jun,Delivered,Flipkart,Western Dress,XL,1,INR,735,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
15781,5182682,Men,18,Teenager,05-06-2022,Jun,Delivered,Flipkart,Western Dress,M,1,INR,715,KUNDLI INDUSTRIAL AREA,HARYANA,131028,IN,FALSE
15782,8708303,Men,27,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,S,1,INR,788,KAMAREDDY,TELANGANA,503111,IN,FALSE
15783,8148479,Women,23,Teenager,05-06-2022,Jun,Delivered,Amazon,Top,S,1,INR,729,BHUBANESWAR,ODISHA,751003,IN,FALSE
15784,9779420,Women,21,Teenager,05-06-2022,Jun,Delivered,Myntra,kurta,XXL,1,INR,521,HISAR,HARYANA,125005,IN,FALSE
15785,2450104,Women,45,Adult,05-06-2022,Jun,Delivered,Myntra,Set,S,1,INR,1186,Neemrana,RAJASTHAN,301705,IN,FALSE
15786,7677755,Women,36,Adult,05-06-2022,Jun,Delivered,Flipkart,kurta,L,1,INR,487,COLVALE,GOA,403502,IN,FALSE
15787,4141674,Men,40,Adult,05-06-2022,Jun,Returned,Amazon,Western Dress,L,1,INR,725,Hyderabad,TELANGANA,500084,IN,FALSE
15788,5027988,Men,41,Adult,05-06-2022,Jun,Delivered,Flipkart,Western Dress,XS,1,INR,735,Bangalore,KARNATAKA,560016,IN,FALSE
15789,6426659,Women,35,Adult,05-06-2022,Jun,Delivered,Ajio,kurta,XXL,1,INR,359,Chennai,TAMIL NADU,600037,IN,FALSE
15790,1067288,Women,41,Adult,05-06-2022,Jun,Returned,Amazon,Set,M,1,INR,475,NOIDA,UTTAR PRADESH,201301,IN,FALSE
15791,8263588,Men,25,Teenager,05-06-2022,Jun,Delivered,Others,Set,L,1,INR,1201,BENGALURU,KARNATAKA,560037,IN,FALSE
15792,5261887,Women,19,Teenager,05-06-2022,Jun,Delivered,Amazon,Top,M,1,INR,726,CHANDIGARH,CHANDIGARH,160012,IN,FALSE
15793,643665,Men,62,Senior,05-06-2022,Jun,Delivered,Meesho,Set,XS,1,INR,747,ITANAGAR,ARUNACHAL PRADESH,791111,IN,FALSE
15794,8001905,Women,25,Teenager,05-06-2022,Jun,Cancelled,Myntra,Top,XXL,1,INR,387,Palwal,HARYANA,121102,IN,FALSE
15795,5834655,Men,46,Adult,05-06-2022,Jun,Delivered,Amazon,Set,3XL,1,INR,1043,NOIDA,UTTAR PRADESH,201305,IN,FALSE
15796,7649400,Women,73,Senior,05-06-2022,Jun,Delivered,Meesho,kurta,3XL,1,INR,491,BENGALURU,KARNATAKA,560037,IN,FALSE
15797,6817077,Women,33,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,521,Bengaluru,KARNATAKA,560048,IN,FALSE
15798,7506730,Women,66,Senior,05-06-2022,Jun,Delivered,Flipkart,kurta,L,1,INR,458,NAGPUR,MAHARASHTRA,440036,IN,FALSE
15799,4063666,Women,58,Senior,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,599,LUDHIANA,PUNJAB,141003,IN,FALSE
15800,2574794,Men,28,Teenager,05-06-2022,Jun,Delivered,Amazon,Ethnic Dress,XS,1,INR,845,HYDERABAD,TELANGANA,500060,IN,FALSE
15801,1834542,Men,28,Teenager,05-06-2022,Jun,Delivered,Myntra,Western Dress,L,1,INR,744,COIMBATORE,TAMIL NADU,641022,IN,FALSE
15802,78351,Men,24,Teenager,05-06-2022,Jun,Delivered,Nalli,Western Dress,XL,1,INR,761,Ernakulam,KERALA,682037,IN,FALSE
15803,2085848,Men,40,Adult,05-06-2022,Jun,Delivered,Amazon,Set,3XL,1,INR,633,Mumbai,MAHARASHTRA,400053,IN,FALSE
15804,8244785,Men,69,Senior,05-06-2022,Jun,Delivered,Myntra,Western Dress,S,1,INR,998,ORAGADAM INDUSTRIAL AREA,TAMIL NADU,631604,IN,FALSE
15805,3290590,Women,19,Teenager,05-06-2022,Jun,Delivered,Meesho,kurta,M,1,INR,627,DIBRUGARH,ASSAM,786003,IN,FALSE
15806,9601969,Women,54,Senior,05-06-2022,Jun,Delivered,Ajio,Top,XS,1,INR,359,CHENNAI,TAMIL NADU,600016,IN,FALSE
15807,6217257,Women,46,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,599,NOIDA,UTTAR PRADESH,201301,IN,FALSE
15808,4483486,Women,47,Adult,05-06-2022,Jun,Refunded,Myntra,kurta,L,1,INR,353,PATHANAMTHITTA,KERALA,689549,IN,FALSE
15809,5392568,Women,39,Adult,05-06-2022,Jun,Delivered,Myntra,Saree,Free,1,INR,737,Cuttack,ODISHA,753001,IN,FALSE
15810,2977176,Women,38,Adult,05-06-2022,Jun,Delivered,Myntra,Top,M,1,INR,563,BENGALURU,KARNATAKA,560076,IN,FALSE
15811,4783523,Women,74,Senior,05-06-2022,Jun,Delivered,Myntra,kurta,M,1,INR,491,BYASANAGAR,ODISHA,755020,IN,FALSE
15812,4783523,Women,70,Senior,05-06-2022,Jun,Cancelled,Amazon,kurta,XL,1,INR,292,GUNTUR,ANDHRA PRADESH,522006,IN,FALSE
15813,3962754,Women,49,Adult,05-06-2022,Jun,Returned,Nalli,Set,3XL,1,INR,1260,GURGAON,HARYANA,122018,IN,FALSE
15814,2369201,Men,21,Teenager,05-06-2022,Jun,Delivered,Flipkart,Set,XL,1,INR,1093,dibiyapur,UTTAR PRADESH,206244,IN,FALSE
15815,5793723,Women,35,Adult,05-06-2022,Jun,Delivered,Myntra,kurta,M,1,INR,481,pune,MAHARASHTRA,411013,IN,FALSE
15816,5793723,Women,34,Adult,05-06-2022,Jun,Delivered,Myntra,kurta,XL,1,INR,362,MUMBAI,MAHARASHTRA,400078,IN,FALSE
15817,2175976,Men,19,Teenager,05-06-2022,Jun,Delivered,Flipkart,Set,L,1,INR,1163,JAMMU,JAMMU & KASHMIR,180004,IN,FALSE
15818,8662723,Men,27,Teenager,05-06-2022,Jun,Delivered,Myntra,Ethnic Dress,S,1,INR,845,Hyderabad,TELANGANA,500074,IN,FALSE
15819,5139351,Women,48,Adult,05-06-2022,Jun,Delivered,Flipkart,Saree,Free,1,INR,667,NEW DELHI,DELHI,110008,IN,FALSE
15820,237690,Men,20,Teenager,05-06-2022,Jun,Delivered,Myntra,Western Dress,M,1,INR,869,BENGALURU,KARNATAKA,560100,IN,FALSE
15821,2314619,Men,47,Adult,05-06-2022,Jun,Delivered,Flipkart,Western Dress,3XL,1,INR,1099,BENGALURU,KARNATAKA,560035,IN,FALSE
15822,6643061,Women,28,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,561,Chennai,TAMIL NADU,600128,IN,FALSE
15823,922884,Women,71,Senior,05-06-2022,Jun,Delivered,Others,Saree,Free,1,INR,1450,THANE,MAHARASHTRA,400601,IN,FALSE
15824,8964052,Women,23,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,XXL,1,INR,696,Mumbai,MAHARASHTRA,400049,IN,FALSE
15825,7264304,Women,56,Senior,05-06-2022,Jun,Delivered,Myntra,kurta,3XL,1,INR,517,MYSURU,KARNATAKA,570017,IN,FALSE
15826,1334980,Women,36,Adult,05-06-2022,Jun,Delivered,Amazon,Top,3XL,1,INR,750,MUDBIDRI,KARNATAKA,574227,IN,FALSE
15827,9095787,Women,63,Senior,05-06-2022,Jun,Delivered,Amazon,Set,XL,1,INR,969,SHIMLA,HIMACHAL PRADESH,171003,IN,FALSE
15828,8920225,Men,39,Adult,05-06-2022,Jun,Delivered,Flipkart,Set,S,1,INR,747,NEW DELHI,DELHI,110070,IN,FALSE
15829,2642863,Women,52,Senior,05-06-2022,Jun,Delivered,Myntra,Set,XXL,1,INR,429,KALAMESHWAR,MAHARASHTRA,441501,IN,FALSE
15830,8717970,Women,39,Adult,05-06-2022,Jun,Delivered,Myntra,Set,M,1,INR,1092,NEW DELHI,DELHI,110039,IN,FALSE
15831,7336907,Men,41,Adult,05-06-2022,Jun,Delivered,Flipkart,Set,XS,1,INR,650,MUMBAI,MAHARASHTRA,400043,IN,FALSE
15832,9374273,Women,42,Adult,05-06-2022,Jun,Returned,Amazon,Set,3XL,1,INR,1260,BENGALURU,KARNATAKA,560032,IN,FALSE
15833,5788889,Women,45,Adult,05-06-2022,Jun,Delivered,Flipkart,Saree,Free,1,INR,499,NEW DELHI,DELHI,110015,IN,FALSE
15834,21152,Men,60,Senior,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,603,GUWAHATI,ASSAM,781028,IN,FALSE
15835,1383570,Women,26,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,724,ANNUR,TAMIL NADU,641653,IN,FALSE
15836,4165554,Women,49,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XL,1,INR,648,PATNA,BIHAR,800014,IN,FALSE
15837,5145401,Women,37,Adult,05-06-2022,Jun,Delivered,Amazon,Top,XL,1,INR,487,INDORE,MADHYA PRADESH,452001,IN,FALSE
15838,2450773,Men,58,Senior,05-06-2022,Jun,Delivered,Flipkart,Set,M,1,INR,999,TALEGAON MIDC,MAHARASHTRA,410507,IN,FALSE
15839,3636009,Women,73,Senior,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,775,MANGALURU,KARNATAKA,575001,IN,FALSE
15840,9649495,Women,19,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,599,SHAMGARH,MADHYA PRADESH,458883,IN,FALSE
15841,5978046,Women,37,Adult,05-06-2022,Jun,Delivered,Ajio,Set,3XL,1,INR,747,FIROZPUR,PUNJAB,152116,IN,FALSE
15842,1639076,Women,20,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,314,BENGALURU,KARNATAKA,560078,IN,FALSE
15843,1639076,Women,26,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,M,1,INR,399,GUNTUR,ANDHRA PRADESH,522002,IN,FALSE
15844,3890562,Women,69,Senior,05-06-2022,Jun,Delivered,Amazon,Western Dress,L,1,INR,735,ERNAKULAM,KERALA,686672,IN,FALSE
15845,3317680,Men,19,Teenager,05-06-2022,Jun,Delivered,Nalli,Set,L,1,INR,478,Kolkata,WEST BENGAL,700107,IN,FALSE
15846,9757968,Women,33,Adult,05-06-2022,Jun,Delivered,Amazon,Top,XL,1,INR,493,Saharanpur,UTTAR PRADESH,247001,IN,FALSE
15847,2606708,Women,41,Adult,05-06-2022,Jun,Delivered,Others,Top,M,1,INR,545,TURA,MEGHALAYA,794001,IN,FALSE
15848,2351774,Women,65,Senior,05-06-2022,Jun,Delivered,Flipkart,Western Dress,S,1,INR,859,GUNTUR,ANDHRA PRADESH,522001,IN,FALSE
15849,7470990,Women,35,Adult,05-06-2022,Jun,Delivered,Myntra,kurta,4XL,1,INR,692,NAVI MUMBAI,MAHARASHTRA,400709,IN,FALSE
15850,4562295,Men,27,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,1238,AHMEDABAD,GUJARAT,382350,IN,FALSE
15851,8880312,Women,40,Adult,05-06-2022,Jun,Delivered,Others,Western Dress,3XL,1,INR,842,CHENNAI,TAMIL NADU,600066,IN,FALSE
15852,9341011,Women,37,Adult,05-06-2022,Jun,Returned,Amazon,Set,3XL,1,INR,1149,NEW DELHI,DELHI,110018,IN,FALSE
15853,1107918,Men,78,Senior,05-06-2022,Jun,Delivered,Nalli,Set,XL,1,INR,545,GHAZIABAD,UTTAR PRADESH,201009,IN,FALSE
15854,1107918,Men,47,Adult,05-06-2022,Jun,Delivered,Myntra,Set,XXL,1,INR,599,JALANDHAR,PUNJAB,144001,IN,FALSE
15855,3505936,Women,28,Teenager,05-06-2022,Jun,Delivered,Ajio,Western Dress,3XL,1,INR,434,Bangalore,KARNATAKA,560103,IN,FALSE
15856,4659933,Women,34,Adult,05-06-2022,Jun,Delivered,Ajio,Set,L,1,INR,1120,ADAMPUR,PUNJAB,144102,IN,FALSE
15857,5909356,Women,41,Adult,05-06-2022,Jun,Delivered,Myntra,Set,XS,1,INR,694,KANPUR,UTTAR PRADESH,208027,IN,FALSE
15858,8355643,Men,75,Senior,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,724,CHANDRAPUR,MAHARASHTRA,442402,IN,FALSE
15859,4540583,Women,48,Adult,05-06-2022,Jun,Delivered,Ajio,Set,XXL,1,INR,563,NEW DELHI,DELHI,110085,IN,FALSE
15860,2169171,Women,58,Senior,05-06-2022,Jun,Delivered,Others,Set,XS,1,INR,1126,SOLAPUR,MAHARASHTRA,413219,IN,FALSE
15861,918148,Men,19,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,M,1,INR,666,CHENNAI,TAMIL NADU,600077,IN,FALSE
15862,7784890,Women,35,Adult,05-06-2022,Jun,Delivered,Amazon,Saree,Free,1,INR,1036,Patna,BIHAR,800013,IN,FALSE
15863,4747443,Women,72,Senior,05-06-2022,Jun,Delivered,Amazon,kurta,L,1,INR,635,Kochi,KERALA,682002,IN,FALSE
15864,2678443,Women,23,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,L,1,INR,828,HYDERABAD,TELANGANA,500010,IN,FALSE
15865,8950471,Men,43,Adult,05-06-2022,Jun,Delivered,Myntra,Set,M,1,INR,627,AIZAWL,MIZORAM,796001,IN,FALSE
15866,9400202,Women,23,Teenager,05-06-2022,Jun,Returned,Others,Western Dress,XXL,1,INR,625,NAVI MUMBAI,MAHARASHTRA,410210,IN,FALSE
15867,5794651,Men,22,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,3XL,1,INR,1173,JHANSI,UTTAR PRADESH,284001,IN,FALSE
15868,3066997,Women,55,Senior,05-06-2022,Jun,Refunded,Ajio,kurta,6XL,1,INR,527,MUMBAI,MAHARASHTRA,400019,IN,FALSE
15869,7917299,Women,30,Adult,05-06-2022,Jun,Delivered,Amazon,Western Dress,XL,1,INR,833,MUMBAI,MAHARASHTRA,400021,IN,FALSE
15870,5987672,Women,29,Teenager,05-06-2022,Jun,Delivered,Flipkart,Set,3XL,1,INR,631,Lucknow,UTTAR PRADESH,226023,IN,FALSE
15871,3617541,Women,45,Adult,05-06-2022,Jun,Delivered,Meesho,kurta,3XL,1,INR,307,TIRUPATI,ANDHRA PRADESH,517502,IN,FALSE
15872,378405,Women,34,Adult,05-06-2022,Jun,Delivered,Nalli,Western Dress,L,1,INR,699,BENGALURU,KARNATAKA,560017,IN,FALSE
15873,8973714,Women,39,Adult,05-06-2022,Jun,Delivered,Nalli,kurta,S,1,INR,544,COIMBATORE,TAMIL NADU,641012,IN,FALSE
15874,2036090,Women,31,Adult,05-06-2022,Jun,Returned,Myntra,kurta,XL,1,INR,459,NEW DELHI,DELHI,110034,IN,FALSE
15875,7025915,Women,39,Adult,05-06-2022,Jun,Delivered,Flipkart,Saree,Free,1,INR,499,ADINAD,KERALA,690573,IN,FALSE
15876,2107095,Women,22,Teenager,05-06-2022,Jun,Delivered,Myntra,Top,M,1,INR,499,RAMPUR,UTTAR PRADESH,244901,IN,FALSE
15877,9178485,Women,26,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,599,FARIDABAD,HARYANA,121003,IN,FALSE
15878,778389,Women,21,Teenager,05-06-2022,Jun,Delivered,Nalli,kurta,M,1,INR,927,BARASAT,WEST BENGAL,700129,IN,FALSE
15879,3779012,Men,27,Teenager,05-06-2022,Jun,Delivered,Flipkart,Ethnic Dress,XXL,1,INR,399,BIDHAN NAGAR,WEST BENGAL,700091,IN,FALSE
15880,6881293,Men,26,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,L,1,INR,1213,AKBARPUR,UTTAR PRADESH,224122,IN,FALSE
15881,1478316,Women,22,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,399,CHENNAI,TAMIL NADU,600049,IN,FALSE
15882,9131265,Women,21,Teenager,05-06-2022,Jun,Delivered,Myntra,kurta,XL,1,INR,499,MAPUSA,GOA,403507,IN,FALSE
15883,5078333,Women,45,Adult,05-06-2022,Jun,Cancelled,Myntra,Saree,Free,1,INR,698,INDORE,MADHYA PRADESH,452010,IN,FALSE
15884,5358165,Women,27,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,774,NEW DELHI,DELHI,110049,IN,FALSE
15885,3952115,Women,60,Senior,05-06-2022,Jun,Delivered,Amazon,kurta,5XL,1,INR,534,KOLKATA,WEST BENGAL,700042,IN,FALSE
15886,7832320,Women,31,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,S,1,INR,397,RANCHI,JHARKHAND,834001,IN,FALSE
15887,9883097,Men,42,Adult,05-06-2022,Jun,Delivered,Amazon,Set,XXL,1,INR,1099,HYDERABAD,TELANGANA,500085,IN,FALSE
15888,4023974,Men,29,Teenager,05-06-2022,Jun,Delivered,Myntra,Set,S,1,INR,1130,CUTTACK,ODISHA,754202,IN,FALSE
15889,6571849,Women,31,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,XS,1,INR,381,THRISSUR,KERALA,680020,IN,FALSE
15890,9875158,Men,51,Senior,05-06-2022,Jun,Delivered,Myntra,Set,XL,1,INR,999,PALAMANER,ANDHRA PRADESH,517408,IN,FALSE
15891,293505,Women,59,Senior,05-06-2022,Jun,Delivered,Amazon,Set,3XL,1,INR,1299,DUMRAON,BIHAR,802119,IN,FALSE
15892,9332653,Men,47,Adult,05-06-2022,Jun,Delivered,Myntra,Set,XS,1,INR,995,DOIWALA,UTTARAKHAND,248140,IN,FALSE
15893,6044333,Women,28,Teenager,05-06-2022,Jun,Delivered,Amazon,kurta,L,1,INR,387,BENGALURU,KARNATAKA,560078,IN,FALSE
15894,3602756,Men,24,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,579,UDUPI,KARNATAKA,576105,IN,FALSE
15895,6037747,Men,49,Adult,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,1210,KARWI,UTTAR PRADESH,210205,IN,FALSE
15896,3086884,Men,61,Senior,05-06-2022,Jun,Delivered,Myntra,Set,XS,1,INR,969,PUTTUR,KARNATAKA,574221,IN,FALSE
15897,979331,Women,52,Senior,05-06-2022,Jun,Delivered,Amazon,Set,M,1,INR,607,CHENNAI,TAMIL NADU,600048,IN,FALSE
15898,7046387,Women,31,Adult,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,852,KANPUR,UTTAR PRADESH,208023,IN,FALSE
15899,7046387,Men,40,Adult,05-06-2022,Jun,Delivered,Nalli,Set,M,1,INR,1065,UDUPI,KARNATAKA,576101,IN,FALSE
15900,7046387,Women,18,Teenager,05-06-2022,Jun,Delivered,Amazon,Set,S,1,INR,664,INDORE,MADHYA PRADESH,452012,IN,FALSE
15901,5699189,Women,37,Adult,05-06-2022,Jun,Delivered,Amazon,kurta,XL,1,INR,399,PUNE,MAHARASHTRA,411022,IN,FALSE
15902,5286219,Men,27,Teenager,05-06-2022,Jun,Delivered,Ajio,Set,L,1,INR,801,VADODARA,GUJARAT,390020,IN,FALSE
15903,225584,Women,43,Adult,05-06-2022,Jun,Delivered,Flipkart,kurta,M,1,INR,319,DHARWAD,KARNATAKA,580001,IN,FALSE
